"year","id","province","prov_en","region","period","PC1","PC2","PC3","PC4"
2013,520000,"贵州省","Guizhou","West","Early(2013-2017)",-4.09786192824174,1.75719123286936,-0.608779363462951,-0.415692252831941
2014,520000,"贵州省","Guizhou","West","Early(2013-2017)",-3.59245759120393,1.27718038464855,-0.458886307405701,-0.111411091269573
2015,520000,"贵州省","Guizhou","West","Early(2013-2017)",-2.99864418252555,0.754549077772412,0.134589706958973,-0.308144542241209
2016,520000,"贵州省","Guizhou","West","Early(2013-2017)",-2.4412277104517,0.18564597522744,0.272931452976223,0.195608445990576
2017,520000,"贵州省","Guizhou","West","Early(2013-2017)",-1.78848576184969,0.307892570307439,0.52753189461607,-0.0745910409000692
2018,520000,"贵州省","Guizhou","West","Late(2018-2022)",-1.17520243531684,0.376423639143984,0.718008878093442,-0.439620587314513
2019,520000,"贵州省","Guizhou","West","Late(2018-2022)",-0.544793918933782,0.195476425812321,0.979797238722697,-0.691313999922018
2020,520000,"贵州省","Guizhou","West","Late(2018-2022)",-0.081409099774931,-0.0377914373021219,1.1507627426873,-0.697537273284775
2021,520000,"贵州省","Guizhou","West","Late(2018-2022)",-0.140382286090634,-0.320600419370859,1.07488764444723,-0.24940035531545
2022,520000,"贵州省","Guizhou","West","Late(2018-2022)",0.0638643322164346,-0.197144990605445,1.64195003276087,-0.894023503761357
2013,460000,"海南省","Hainan","East","Early(2013-2017)",-5.63700302122506,-0.592510500220213,-1.59494426714087,1.37404439337593
2014,460000,"海南省","Hainan","East","Early(2013-2017)",-4.96976364919418,-1.6255023914725,-1.65559613812117,1.83711595355487
2015,460000,"海南省","Hainan","East","Early(2013-2017)",-4.29345033888277,-2.36306073992096,-1.20238650855734,1.69485081848336
2016,460000,"海南省","Hainan","East","Early(2013-2017)",-4.32540806948967,-2.77533913986997,-1.06249635901245,2.04442401996939
2017,460000,"海南省","Hainan","East","Early(2013-2017)",-3.80918670639985,-2.80557058867329,-0.9328217352142,1.54139668188863
2018,460000,"海南省","Hainan","East","Late(2018-2022)",-3.38474812778506,-2.78474677174861,-0.503636675133086,0.615703166984116
2019,460000,"海南省","Hainan","East","Late(2018-2022)",-2.94613479819382,-2.76796884602809,0.0222257208929335,-0.071837591087521
2020,460000,"海南省","Hainan","East","Late(2018-2022)",-2.77734873178022,-2.85301540898854,0.541349586916615,-0.553192284762672
2021,460000,"海南省","Hainan","East","Late(2018-2022)",-2.95476126232567,-3.07901300062981,0.587276014180564,-0.371051808630569
2022,460000,"海南省","Hainan","East","Late(2018-2022)",-2.80490499363099,-3.00995691621172,0.937798507013027,-0.921727512705104
2013,130000,"河北省","Hebei","East","Early(2013-2017)",-0.957774684359235,2.56656354758031,-1.64797517631257,-0.251566594259474
2014,130000,"河北省","Hebei","East","Early(2013-2017)",-0.42029785820522,2.2030114711044,-1.6210874847769,0.15346039679984
2015,130000,"河北省","Hebei","East","Early(2013-2017)",0.347945024799341,1.72822400190412,-1.18850706151643,0.416777266766762
2016,130000,"河北省","Hebei","East","Early(2013-2017)",0.956751877676925,1.52157698052236,-0.762489051941576,0.697886317745399
2017,130000,"河北省","Hebei","East","Early(2013-2017)",1.3676499274521,1.37645659807841,-0.258717164969474,0.529358897461726
2018,130000,"河北省","Hebei","East","Late(2018-2022)",1.78312660235093,1.03234780284345,0.0829462381481618,0.297727543733786
2019,130000,"河北省","Hebei","East","Late(2018-2022)",2.41704439778567,0.751925996006118,0.475338217708715,0.18522143279905
2020,130000,"河北省","Hebei","East","Late(2018-2022)",2.8603676101128,0.607955660637342,1.00779847013206,-0.0559081458345874
2021,130000,"河北省","Hebei","East","Late(2018-2022)",2.8644193994609,0.333841870785546,1.07871932991894,0.35045740071835
2022,130000,"河北省","Hebei","East","Late(2018-2022)",3.08145844365706,0.564013495539987,1.57927464410348,-0.0718180731862819
2013,410000,"河南省","Henan","Central","Early(2013-2017)",-0.747536257710425,4.09529030976103,-2.31431942608889,-0.892188303197705
2014,410000,"河南省","Henan","Central","Early(2013-2017)",0.167104972844737,3.53873440671932,-1.97140378622316,-0.741600277105825
2015,410000,"河南省","Henan","Central","Early(2013-2017)",1.13052544122342,3.19822012934163,-1.32040022806102,-0.592652307408634
2016,410000,"河南省","Henan","Central","Early(2013-2017)",1.88153875434591,2.92483975389482,-0.775462177764356,-0.338801146942074
2017,410000,"河南省","Henan","Central","Early(2013-2017)",2.57898947296458,2.71525409338949,-0.333529914783914,-0.241722359730548
2018,410000,"河南省","Henan","Central","Late(2018-2022)",3.21495979791605,2.09232157928006,0.100375620002573,-0.259175207984352
2019,410000,"河南省","Henan","Central","Late(2018-2022)",3.70667271688817,1.7816630234958,0.679055249347452,-0.345949747818643
2020,410000,"河南省","Henan","Central","Late(2018-2022)",4.16405575761821,1.53335181824456,1.19749447077088,-0.399578099258189
2021,410000,"河南省","Henan","Central","Late(2018-2022)",4.02991886291782,1.48422767848634,1.60839527952325,-0.149279448298519
2022,410000,"河南省","Henan","Central","Late(2018-2022)",4.3430863025648,1.67281896515228,2.05654636013965,-0.304038095604186
2013,230000,"黑龙江省","Heilongjiang","Northeast","Early(2013-2017)",-2.34942609216488,1.96989167845961,-0.72944472010526,-0.908581814953551
2014,230000,"黑龙江省","Heilongjiang","Northeast","Early(2013-2017)",-2.13987972168858,1.50334605126276,-0.709711409286832,-0.159715509445009
2015,230000,"黑龙江省","Heilongjiang","Northeast","Early(2013-2017)",-1.68590979257786,0.986862612848432,-0.385403784271224,-0.212013323017023
2016,230000,"黑龙江省","Heilongjiang","Northeast","Early(2013-2017)",-1.77350155864906,0.856962995828849,0.0990631627320752,0.23178032982084
2017,230000,"黑龙江省","Heilongjiang","Northeast","Early(2013-2017)",-1.44959303112768,0.519629235437279,0.556689876833112,0.0425594430330982
2018,230000,"黑龙江省","Heilongjiang","Northeast","Late(2018-2022)",-1.39425372366364,0.318714107307015,0.9549982280983,-0.132911684265185
2019,230000,"黑龙江省","Heilongjiang","Northeast","Late(2018-2022)",-0.910776246028073,-0.00675579831518534,1.38673924561281,-0.500516499075907
2020,230000,"黑龙江省","Heilongjiang","Northeast","Late(2018-2022)",-0.715948843166825,-0.308677084296251,1.66680292826407,-0.580385808453054
2021,230000,"黑龙江省","Heilongjiang","Northeast","Late(2018-2022)",-1.05878235439667,-0.121823727093684,1.68448717125942,-0.39081411249355
2022,230000,"黑龙江省","Heilongjiang","Northeast","Late(2018-2022)",-0.94998913687682,-0.131161737231961,2.03582709131505,-0.783641266580123
2013,420000,"湖北省","Hubei","Central","Early(2013-2017)",-0.666758473249725,1.78823312269646,-1.97160138002276,-0.375786256392265
2014,420000,"湖北省","Hubei","Central","Early(2013-2017)",-0.0800798567363001,1.36441644374321,-1.90453821070227,0.036233768222837
2015,420000,"湖北省","Hubei","Central","Early(2013-2017)",0.87384837238884,0.769931527031723,-1.54498926781422,0.280423373554596
2016,420000,"湖北省","Hubei","Central","Early(2013-2017)",1.24337948982101,0.216057394523989,-1.28313614132618,0.750403612172785
2017,420000,"湖北省","Hubei","Central","Early(2013-2017)",1.70527373286763,0.0978995637181127,-1.03499812028527,0.566584854258109
2018,420000,"湖北省","Hubei","Central","Late(2018-2022)",2.238265409608,-0.201579937102239,-0.677540185057166,0.264027727180808
2019,420000,"湖北省","Hubei","Central","Late(2018-2022)",2.86637242365522,-0.548412813373439,-0.351485167071875,0.154840038826132
2020,420000,"湖北省","Hubei","Central","Late(2018-2022)",3.2520493338105,-0.688712033461491,-0.072367615672594,0.217401918075518
2021,420000,"湖北省","Hubei","Central","Late(2018-2022)",3.23517525729316,-0.778763025575023,0.09587602718167,0.569031769204923
2022,420000,"湖北省","Hubei","Central","Late(2018-2022)",3.5170216462883,-0.484932811959104,0.57376777360319,0.132621907580758
2013,430000,"湖南省","Hunan","Central","Early(2013-2017)",-1.1706885089144,2.32274078756457,-1.7348955134275,-0.371451264721668
2014,430000,"湖南省","Hunan","Central","Early(2013-2017)",-0.53945309372838,1.83162892474418,-1.64208108720492,0.0864346825455158
2015,430000,"湖南省","Hunan","Central","Early(2013-2017)",0.227003473220531,1.52479772426634,-1.31357126428118,0.306617149130456
2016,430000,"湖南省","Hunan","Central","Early(2013-2017)",0.810959732229286,1.14950171899799,-1.06956070789476,0.622990318672204
2017,430000,"湖南省","Hunan","Central","Early(2013-2017)",1.30567772379816,1.19965345294885,-0.34919281139608,0.314545672975488
2018,430000,"湖南省","Hunan","Central","Late(2018-2022)",1.63179003200527,0.88368841240026,-0.0521484146736422,-0.119784737223183
2019,430000,"湖南省","Hunan","Central","Late(2018-2022)",2.12891415002808,0.707766336734144,0.534155363743335,-0.500799557495213
2020,430000,"湖南省","Hunan","Central","Late(2018-2022)",2.48938495181471,0.40480922179107,0.830628781374223,-0.540165738002302
2021,430000,"湖南省","Hunan","Central","Late(2018-2022)",2.37800937399104,0.115220582589194,0.814381998093884,-0.0961647645682496
2022,430000,"湖南省","Hunan","Central","Late(2018-2022)",2.5765408333652,0.257081797631784,1.20152913861623,-0.348617866082642
2013,220000,"吉林省","Jilin","Northeast","Early(2013-2017)",-3.40004615773738,1.46269838197346,-1.53236280849993,-0.429746421448167
2014,220000,"吉林省","Jilin","Northeast","Early(2013-2017)",-2.85837594268295,0.984476540647104,-1.44496377853403,-0.338786028831731
2015,220000,"吉林省","Jilin","Northeast","Early(2013-2017)",-2.44512269916239,0.491993945225594,-1.00607660750887,-0.396626465117083
2016,220000,"吉林省","Jilin","Northeast","Early(2013-2017)",-2.19960068007554,0.241533117691012,-0.538446356419247,-0.563896277798044
2017,220000,"吉林省","Jilin","Northeast","Early(2013-2017)",-1.79482393002137,-0.032637601772342,-0.24779720205335,-0.660099087393316
2018,220000,"吉林省","Jilin","Northeast","Late(2018-2022)",-1.45132870036139,-0.185670267800456,0.256863448990787,-0.716373149485259
2019,220000,"吉林省","Jilin","Northeast","Late(2018-2022)",-1.22801240834476,-0.38354609571815,0.381896763690528,-1.07685164469873
2020,220000,"吉林省","Jilin","Northeast","Late(2018-2022)",-0.953954640313133,-0.384598568475109,0.563384859515166,-1.07563293374965
2021,220000,"吉林省","Jilin","Northeast","Late(2018-2022)",-1.3153368709464,-0.606441844591836,0.695510755374941,-0.786788534449044
2022,220000,"吉林省","Jilin","Northeast","Late(2018-2022)",-1.24565522942576,-0.70270947527158,1.06899708446114,-1.09012578483693
2013,320000,"江苏省","Jiangsu","East","Early(2013-2017)",3.35434583530789,1.83935653263376,-2.97348677366621,0.994147988497194
2014,320000,"江苏省","Jiangsu","East","Early(2013-2017)",3.86967066413056,1.75077965384595,-1.98711125437407,0.840266382851251
2015,320000,"江苏省","Jiangsu","East","Early(2013-2017)",4.56517898071858,1.37330626858637,-1.42884544208451,1.08110298099607
2016,320000,"江苏省","Jiangsu","East","Early(2013-2017)",4.95857856179362,1.45938485409436,-1.14175782134377,1.17586835262199
2017,320000,"江苏省","Jiangsu","East","Early(2013-2017)",5.44370786818442,1.44806003357897,-0.550676811984309,1.13224116768005
2018,320000,"江苏省","Jiangsu","East","Late(2018-2022)",5.9635011256959,1.04378209664169,-0.193185700858621,0.728062203800182
2019,320000,"江苏省","Jiangsu","East","Late(2018-2022)",6.56360168127247,0.746549726930172,0.393294657180251,0.751807065566297
2020,320000,"江苏省","Jiangsu","East","Late(2018-2022)",6.9599465490195,0.533625145006972,0.969156929019268,0.464019857761696
2021,320000,"江苏省","Jiangsu","East","Late(2018-2022)",6.77405128592654,0.207132261875802,1.25621934731805,0.634858802169532
2022,320000,"江苏省","Jiangsu","East","Late(2018-2022)",7.04943094670354,0.315604642122866,1.90128902840532,0.19723884063436
2013,360000,"江西省","Jiangxi","Central","Early(2013-2017)",-2.76524242311735,2.52971261161807,-2.86258910516745,-0.465715022878463
2014,360000,"江西省","Jiangxi","Central","Early(2013-2017)",-2.24261045960099,1.62545780884503,-2.38065928660799,0.0251415853252162
2015,360000,"江西省","Jiangxi","Central","Early(2013-2017)",-1.35389743357717,1.04517983298493,-1.86144436019257,0.0297318661532459
2016,360000,"江西省","Jiangxi","Central","Early(2013-2017)",-1.03759290101514,1.29701330582459,-1.3134666062356,-0.495498372759564
2017,360000,"江西省","Jiangxi","Central","Early(2013-2017)",-0.459296970657198,0.807090128340878,-0.853122406800905,-0.532771333379299
2018,360000,"江西省","Jiangxi","Central","Late(2018-2022)",0.231405155714439,0.647401446146576,-0.484395475978293,-0.89158592878809
2019,360000,"江西省","Jiangxi","Central","Late(2018-2022)",0.750091061220693,0.434907750686933,0.0168523500711427,-1.11677835166301
2020,360000,"江西省","Jiangxi","Central","Late(2018-2022)",1.16318184350915,0.134337557646157,0.323934851157874,-1.07887272715726
2021,360000,"江西省","Jiangxi","Central","Late(2018-2022)",0.878314632231698,-0.0905360645283407,0.457772300588832,-0.685106519671909
2022,360000,"江西省","Jiangxi","Central","Late(2018-2022)",1.01176607958936,-0.0490642791473834,0.937118667825411,-1.28434878594487
2013,210000,"辽宁省","Liaoning","Northeast","Early(2013-2017)",-0.81183896948401,1.78666931798835,-1.86397742901426,-1.08831877604448
2014,210000,"辽宁省","Liaoning","Northeast","Early(2013-2017)",-0.337614478963386,1.23909130831208,-1.76331327773722,-0.599629006185558
2015,210000,"辽宁省","Liaoning","Northeast","Early(2013-2017)",0.311272274063219,0.474899730011073,-1.31405109614403,-0.296771860924315
2016,210000,"辽宁省","Liaoning","Northeast","Early(2013-2017)",0.498257718214071,-0.00491255917258329,-1.10095476304828,0.143108647171462
2017,210000,"辽宁省","Liaoning","Northeast","Early(2013-2017)",0.847552119916205,-0.209114699980881,-0.70562853646635,-0.0109571457387386
2018,210000,"辽宁省","Liaoning","Northeast","Late(2018-2022)",1.15612170678856,-0.411773176525372,-0.351826829554824,-0.530697535032866
2019,210000,"辽宁省","Liaoning","Northeast","Late(2018-2022)",1.47048077745615,-0.642147084906767,0.0649624866956179,-0.751866226664863
2020,210000,"辽宁省","Liaoning","Northeast","Late(2018-2022)",1.66500376147002,-0.836659431439039,0.359816558903459,-1.01045048409129
2021,210000,"辽宁省","Liaoning","Northeast","Late(2018-2022)",1.33398015492879,-1.08764146366864,0.45909910314538,-0.69347731843766
2022,210000,"辽宁省","Liaoning","Northeast","Late(2018-2022)",1.51603971761396,-1.12055691363591,0.967485951823314,-1.07330541648155
2013,150000,"内蒙古自治区","Inner Mongolia","West","Early(2013-2017)",-4.21349354037091,2.03213256251589,-0.410589654809481,0.115877546185257
2014,150000,"内蒙古自治区","Inner Mongolia","West","Early(2013-2017)",-3.84220704657046,1.7078497842362,-0.0309452384476972,0.425066871219966
2015,150000,"内蒙古自治区","Inner Mongolia","West","Early(2013-2017)",-3.23261441331359,1.18728874075185,0.458762887787481,0.324364717400864
2016,150000,"内蒙古自治区","Inner Mongolia","West","Early(2013-2017)",-2.93451943736125,0.843846843751488,0.79184657393512,0.687780828528968
2017,150000,"内蒙古自治区","Inner Mongolia","West","Early(2013-2017)",-2.76893310384695,0.702829864858275,1.1591298878416,0.580096532814792
2018,150000,"内蒙古自治区","Inner Mongolia","West","Late(2018-2022)",-2.53939565390952,0.589594960758734,1.70587955193922,-0.0324381918866238
2019,150000,"内蒙古自治区","Inner Mongolia","West","Late(2018-2022)",-2.20484295326508,0.572329762941928,2.24678545789238,-0.570202217274993
2020,150000,"内蒙古自治区","Inner Mongolia","West","Late(2018-2022)",-1.80786587137783,0.183265593007152,2.23117575712717,-0.711719512044976
2021,150000,"内蒙古自治区","Inner Mongolia","West","Late(2018-2022)",-1.71479036868443,-0.282311218886989,2.02948594753521,-0.366582091353678
2022,150000,"内蒙古自治区","Inner Mongolia","West","Late(2018-2022)",-1.78813873388707,-0.0687987066119423,2.70783128688328,-0.747421409073877
2013,640000,"宁夏回族自治区","Ningxia","West","Early(2013-2017)",-6.54101446956993,0.908613516443022,-1.20658597707195,0.684384407133626
2014,640000,"宁夏回族自治区","Ningxia","West","Early(2013-2017)",-6.10055761545765,0.297373453821561,-1.02592893151055,0.739741655153915
2015,640000,"宁夏回族自治区","Ningxia","West","Early(2013-2017)",-5.69183681289323,-0.392757803934851,-0.493509600420624,0.687520714301774
2016,640000,"宁夏回族自治区","Ningxia","West","Early(2013-2017)",-5.37037495611368,-0.710335718165259,-0.375678780101135,0.685328262144008
2017,640000,"宁夏回族自治区","Ningxia","West","Early(2013-2017)",-4.97008022936129,-0.668578517226264,-0.0868737838052795,0.0430839329836225
2018,640000,"宁夏回族自治区","Ningxia","West","Late(2018-2022)",-4.53463116936837,-0.726632314257513,0.113796280806039,-0.32378391780068
2019,640000,"宁夏回族自治区","Ningxia","West","Late(2018-2022)",-4.32785657474158,-0.679901652697997,0.37733690883844,-0.829730350609536
2020,640000,"宁夏回族自治区","Ningxia","West","Late(2018-2022)",-4.11754399114188,-0.961961426843921,0.614480797502583,-0.842894467305499
2021,640000,"宁夏回族自治区","Ningxia","West","Late(2018-2022)",-4.25146112549747,-1.42886921733693,0.560271258570944,-0.43482148811546
2022,640000,"宁夏回族自治区","Ningxia","West","Late(2018-2022)",-4.09088354477928,-1.40433559778911,0.883199184098837,-0.927747786686104
2013,630000,"青海省","Qinghai","West","Early(2013-2017)",-7.89900541140656,1.20602606154942,0.0555430170430224,1.53998021124526
2014,630000,"青海省","Qinghai","West","Early(2013-2017)",-7.21497588618606,0.866984595764744,0.0539997738911207,1.59577295533166
2015,630000,"青海省","Qinghai","West","Early(2013-2017)",-6.27363482547993,-0.0256557504864475,0.388517831252445,1.42805557658753
2016,630000,"青海省","Qinghai","West","Early(2013-2017)",-6.14730517940138,-0.443537680537329,0.441159908681548,1.81872304647268
2017,630000,"青海省","Qinghai","West","Early(2013-2017)",-6.13270916296732,-0.302294097691695,0.922419736736561,1.40943485257016
2018,630000,"青海省","Qinghai","West","Late(2018-2022)",-5.7302344772924,-0.515518154525723,1.34695756884651,0.836421109650629
2019,630000,"青海省","Qinghai","West","Late(2018-2022)",-5.37409022662656,-0.723247711877779,1.79322637861028,0.30049505017887
2020,630000,"青海省","Qinghai","West","Late(2018-2022)",-5.02390415334231,-0.933598139922922,2.01476694903552,0.226976843524776
2021,630000,"青海省","Qinghai","West","Late(2018-2022)",-5.26556275237972,-1.53394696348495,1.92425984955895,0.549129543869713
2022,630000,"青海省","Qinghai","West","Late(2018-2022)",-5.2185534162855,-1.5324922613141,2.35965081429379,0.296793753968242
2013,370000,"山东省","Shandong","East","Early(2013-2017)",2.00683947331597,2.75479336715859,-2.00150279168218,-0.29607733957015
2014,370000,"山东省","Shandong","East","Early(2013-2017)",2.76082644300929,2.51213735495899,-1.9304553321848,0.133246137428374
2015,370000,"山东省","Shandong","East","Early(2013-2017)",3.42314274543714,2.22203383243897,-1.35375527691295,0.368299089865322
2016,370000,"山东省","Shandong","East","Early(2013-2017)",4.07012346906276,1.84453986317473,-0.917576227888039,0.917863075501324
2017,370000,"山东省","Shandong","East","Early(2013-2017)",4.66052370636876,1.8466420181924,-0.287867560193675,0.852406076077476
2018,370000,"山东省","Shandong","East","Late(2018-2022)",5.16182133574025,0.982013057003532,0.173607512023843,0.923087244632625
2019,370000,"山东省","Shandong","East","Late(2018-2022)",5.58231872540319,0.925540538038388,0.896479305609561,0.878671557816271
2020,370000,"山东省","Shandong","East","Late(2018-2022)",6.04757486250915,0.722805067007492,1.20670998808853,0.64243766140397
2021,370000,"山东省","Shandong","East","Late(2018-2022)",6.22567017030843,0.217055399361246,1.289871417662,0.865925447476921
2022,370000,"山东省","Shandong","East","Late(2018-2022)",6.54697309040783,0.51414582748174,1.72160800088456,0.527569987239824
2013,140000,"山西省","Shanxi","Central","Early(2013-2017)",-3.44479744739345,2.29624409332584,-1.05058468785034,-0.717920821247996
2014,140000,"山西省","Shanxi","Central","Early(2013-2017)",-3.03519567353251,1.67262738582384,-0.921936309420196,-0.489566590326775
2015,140000,"山西省","Shanxi","Central","Early(2013-2017)",-2.51872815195704,1.19009062395442,-0.540753042069556,-0.430193735107121
2016,140000,"山西省","Shanxi","Central","Early(2013-2017)",-2.24345204457755,0.896298698008728,-0.192483221311244,-0.260148674659963
