"year","id","province","prov_en","region","period","PC1","PC2","PC3","PC4"
2017,140000,"山西省","Shanxi","Central","Early(2013-2017)",-1.7534542678012,0.973235943802937,0.25743292913595,-0.693383154937705
2018,140000,"山西省","Shanxi","Central","Late(2018-2022)",-1.05473742603911,0.749729765792922,0.469973225023953,-1.30995899371948
2019,140000,"山西省","Shanxi","Central","Late(2018-2022)",-0.762858991824825,0.664757514211666,1.0120703012728,-1.6898583995865
2020,140000,"山西省","Shanxi","Central","Late(2018-2022)",-0.25606989951755,0.59851049165342,1.29218692618892,-1.91065348156916
2021,140000,"山西省","Shanxi","Central","Late(2018-2022)",-0.475879484639499,0.498608020267715,1.45957968755382,-1.70645132790315
2022,140000,"山西省","Shanxi","Central","Late(2018-2022)",-0.363552561058598,0.517563888762024,1.84797242819342,-2.03472793358276
2013,610000,"陕西省","Shaanxi","West","Early(2013-2017)",-1.75755669500693,1.22616976217091,-1.78287820307197,-0.0335053839265813
2014,610000,"陕西省","Shaanxi","West","Early(2013-2017)",-1.14600231039417,0.595445902703468,-1.72920669729095,0.302889777280391
2015,610000,"陕西省","Shaanxi","West","Early(2013-2017)",-0.551080049788128,0.092397210531569,-1.31598300917278,0.338388311547526
2016,610000,"陕西省","Shaanxi","West","Early(2013-2017)",0.0905933143367158,-0.484927470162087,-0.895683567399377,0.649674504295616
2017,610000,"陕西省","Shaanxi","West","Early(2013-2017)",0.492097978193467,-0.65642068285493,-0.465458283345578,0.458240708656081
2018,610000,"陕西省","Shaanxi","West","Late(2018-2022)",0.966744268650903,-0.933660021176213,-0.15189319892758,0.0666648740415858
2019,610000,"陕西省","Shaanxi","West","Late(2018-2022)",1.46918044670692,-1.08557585265491,0.308802740286131,-0.243439940372196
2020,610000,"陕西省","Shaanxi","West","Late(2018-2022)",1.85357630125112,-1.24160217877851,0.800801430901855,-0.201173041937471
2021,610000,"陕西省","Shaanxi","West","Late(2018-2022)",1.73614572875227,-1.40437003430321,0.871558443109577,0.273382895474938
2022,610000,"陕西省","Shaanxi","West","Late(2018-2022)",1.73801294688776,-1.14057633248719,1.43719851217053,-0.0115244414089805
2013,310000,"上海市","Shanghai","East","Early(2013-2017)",0.432906080341837,-1.99217052238277,-2.85383921990709,0.133157828447463
2014,310000,"上海市","Shanghai","East","Early(2013-2017)",0.987947144989312,-2.64206107356324,-2.75536201576562,0.346864135018488
2015,310000,"上海市","Shanghai","East","Early(2013-2017)",1.55031721825129,-3.31154752392144,-2.5288793609657,0.555464571452911
2016,310000,"上海市","Shanghai","East","Early(2013-2017)",1.3461483305053,-3.45195379900543,-2.30961454012538,0.504464482778827
2017,310000,"上海市","Shanghai","East","Early(2013-2017)",1.95401586175048,-3.7069204250945,-2.05314160046451,0.285158911988711
2018,310000,"上海市","Shanghai","East","Late(2018-2022)",2.13532875224497,-3.93044389724639,-1.5462656922739,-0.218103237852482
2019,310000,"上海市","Shanghai","East","Late(2018-2022)",2.47785686228384,-4.1198452496171,-0.96440073171668,-0.569338892473079
2020,310000,"上海市","Shanghai","East","Late(2018-2022)",3.02398010687966,-4.19924337612959,-0.570629799710052,-0.766994234643995
2021,310000,"上海市","Shanghai","East","Late(2018-2022)",3.05009933590732,-4.50094021780839,-0.55197000423814,-0.486758757309379
2022,310000,"上海市","Shanghai","East","Late(2018-2022)",3.23191004260888,-4.66562575325316,-0.23084886619907,-0.653404296398652
2013,510000,"四川省","Sichuan","West","Early(2013-2017)",0.247832028959751,2.15151099726506,-1.38929412520788,0.559552751970581
2014,510000,"四川省","Sichuan","West","Early(2013-2017)",1.09011088166613,1.63670910577403,-1.19382474773969,1.01530586423453
2015,510000,"四川省","Sichuan","West","Early(2013-2017)",1.87468002571648,0.917163236276317,-0.522668706452816,1.32260439316341
2016,510000,"四川省","Sichuan","West","Early(2013-2017)",2.39483484231904,0.471013544318422,-0.253908102501454,1.81423416626429
2017,510000,"四川省","Sichuan","West","Early(2013-2017)",3.02543065500918,0.612348809508895,0.286578297542625,1.63736994153872
2018,510000,"四川省","Sichuan","West","Late(2018-2022)",3.68483738359139,0.775804399208674,0.791183697934048,1.32467480999915
2019,510000,"四川省","Sichuan","West","Late(2018-2022)",4.22616120840804,1.46726310734313,2.2372747583469,2.230668431372
2020,510000,"四川省","Sichuan","West","Late(2018-2022)",4.65152567809142,1.3288879859609,3.04566039859341,1.76552217460013
2021,510000,"四川省","Sichuan","West","Late(2018-2022)",4.50766330900714,1.1066202557902,3.19955874171719,2.14129663228585
2022,510000,"四川省","Sichuan","West","Late(2018-2022)",4.56556199791508,0.277630487660134,2.27269745068061,0.790296217845621
2013,120000,"天津市","Tianjin","East","Early(2013-2017)",-2.57965526173223,-0.273506407771507,-2.02592556688232,-0.931269970890701
2014,120000,"天津市","Tianjin","East","Early(2013-2017)",-2.14935884329715,-0.737938119455523,-1.90650622130018,-0.910481125849576
2015,120000,"天津市","Tianjin","East","Early(2013-2017)",-1.45509143459327,-1.28250130878733,-1.74219435217952,-0.975415294543082
2016,120000,"天津市","Tianjin","East","Early(2013-2017)",-1.30168003720208,-1.458959688622,-1.59313018786937,-0.909300047676206
2017,120000,"天津市","Tianjin","East","Early(2013-2017)",-1.16852806938512,-1.68419812552042,-1.22627439248916,-1.07860646503847
2018,120000,"天津市","Tianjin","East","Late(2018-2022)",-0.842283321855048,-1.91491636356212,-0.780408994887219,-1.55081904741142
2019,120000,"天津市","Tianjin","East","Late(2018-2022)",-0.525236798815696,-2.07299803891179,-0.317236629847881,-1.81698070224607
2020,120000,"天津市","Tianjin","East","Late(2018-2022)",-0.202491927372014,-2.2621808028135,0.0223258544843677,-2.1288147786917
2021,120000,"天津市","Tianjin","East","Late(2018-2022)",-0.350801761076558,-2.65194835363501,0.0404518652243147,-1.82250650816194
2022,120000,"天津市","Tianjin","East","Late(2018-2022)",-0.364923121285467,-2.59951327433583,0.507074518084609,-2.15555545455544
2013,540000,"西藏自治区","Tibet","West","Early(2013-2017)",-10.2427957341781,0.671389896157649,1.16262856577055,3.24913418092424
2014,540000,"西藏自治区","Tibet","West","Early(2013-2017)",-8.90381024571559,-0.232709301222903,0.702059179387736,3.51402268210086
2015,540000,"西藏自治区","Tibet","West","Early(2013-2017)",-9.31920262302552,-1.12439403421639,1.04268139247493,4.74165327364387
2016,540000,"西藏自治区","Tibet","West","Early(2013-2017)",-8.87492730723394,-2.16113673108158,0.929455230130954,5.49413874865855
2017,540000,"西藏自治区","Tibet","West","Early(2013-2017)",-7.60240133438139,-1.75404514863595,1.09002229560507,3.49996500296581
2018,540000,"西藏自治区","Tibet","West","Late(2018-2022)",-6.95431716818403,-1.29849929953133,1.28240896388503,2.34685318440413
2019,540000,"西藏自治区","Tibet","West","Late(2018-2022)",-6.33922038483946,-1.56055565153453,1.16543453915102,2.37768909576243
2020,540000,"西藏自治区","Tibet","West","Late(2018-2022)",-6.38129824368822,-1.72625373453157,2.15257955601789,1.48651926208353
2021,540000,"西藏自治区","Tibet","West","Late(2018-2022)",-6.67185929810003,-2.06551294906442,2.38842890681628,1.86344048898385
2022,540000,"西藏自治区","Tibet","West","Late(2018-2022)",-6.3710734892062,-1.96770172280479,2.40913155464216,1.32538803532725
2013,650000,"新疆维吾尔自治区","Xinjiang","West","Early(2013-2017)",-5.13905285524035,2.01256507329061,-0.170326873644924,-0.340057771191767
2014,650000,"新疆维吾尔自治区","Xinjiang","West","Early(2013-2017)",-4.42788621199557,1.49713094792242,-0.00769909468672011,-0.629471904984191
2015,650000,"新疆维吾尔自治区","Xinjiang","West","Early(2013-2017)",-3.90395308509961,1.09389292271949,0.440186339775077,-0.901349598314356
2016,650000,"新疆维吾尔自治区","Xinjiang","West","Early(2013-2017)",-3.79179440669447,0.956710834804153,0.759557170192177,-0.809769475576396
2017,650000,"新疆维吾尔自治区","Xinjiang","West","Early(2013-2017)",-3.67029113190227,1.02329209475614,1.39533599255513,-1.08314449932792
2018,650000,"新疆维吾尔自治区","Xinjiang","West","Late(2018-2022)",-3.15901974525359,0.754270566006568,1.58861473401439,-1.20181708132977
2019,650000,"新疆维吾尔自治区","Xinjiang","West","Late(2018-2022)",-2.78745123207955,0.683181811214627,2.20988310201123,-1.48652390262999
2020,650000,"新疆维吾尔自治区","Xinjiang","West","Late(2018-2022)",-2.49881217037716,0.518254497620995,2.49688277751528,-1.64513756870403
2021,650000,"新疆维吾尔自治区","Xinjiang","West","Late(2018-2022)",-2.50186635679646,0.326985461153979,2.45542288519663,-1.26785094372972
2022,650000,"新疆维吾尔自治区","Xinjiang","West","Late(2018-2022)",-2.32166196730583,0.197677522194562,2.76087404222153,-1.58052786337454
2013,530000,"云南省","Yunnan","West","Early(2013-2017)",-3.17921218078146,1.55949300061796,-0.676672399668781,-0.0720400230011535
2014,530000,"云南省","Yunnan","West","Early(2013-2017)",-2.69964431766203,1.27645792164562,-0.396456281842529,0.0224411862164242
2015,530000,"云南省","Yunnan","West","Early(2013-2017)",-2.03493889470566,0.84730073463193,0.0913819329127818,0.225675972886809
2016,530000,"云南省","Yunnan","West","Early(2013-2017)",-1.7274339501718,0.394391773432882,0.584542017012901,0.531324264469971
2017,530000,"云南省","Yunnan","West","Early(2013-2017)",-1.23813564723362,0.390286502057877,0.842196914357351,0.213452808733597
2018,530000,"云南省","Yunnan","West","Late(2018-2022)",-0.716369041473936,0.440273356200795,1.23871202099399,-0.371062636083056
2019,530000,"云南省","Yunnan","West","Late(2018-2022)",-0.203757638220766,0.0566349464210049,1.61169184249376,-0.646643621322118
2020,530000,"云南省","Yunnan","West","Late(2018-2022)",0.270703902270894,0.0495275677978522,2.10824590032243,-0.573413248680521
2021,530000,"云南省","Yunnan","West","Late(2018-2022)",-0.0312934394185633,-0.0763470306954433,2.23995795845749,-0.13676807561026
2022,530000,"云南省","Yunnan","West","Late(2018-2022)",0.043645641914079,0.267535317309488,2.75513018047593,-0.552493790999914
2013,330000,"浙江省","Zhejiang","East","Early(2013-2017)",2.30207369417118,0.858245373856718,-2.38699927331725,0.506010976015449
2014,330000,"浙江省","Zhejiang","East","Early(2013-2017)",2.80999488121131,0.740249298846935,-2.00281699849643,0.500265400707099
2015,330000,"浙江省","Zhejiang","East","Early(2013-2017)",3.81207279751707,0.529874139146225,-1.27018759250579,0.448889658767355
2016,330000,"浙江省","Zhejiang","East","Early(2013-2017)",4.25514573624507,0.107689799316612,-1.10255365416535,0.644606955150301
2017,330000,"浙江省","Zhejiang","East","Early(2013-2017)",4.64663871806814,0.0332906819785229,-0.564493986209054,0.416012046888357
2018,330000,"浙江省","Zhejiang","East","Late(2018-2022)",5.01573269665936,-0.0359203059540183,-0.110733116188653,-0.0516899107559287
2019,330000,"浙江省","Zhejiang","East","Late(2018-2022)",5.5469771977715,-0.289652052459441,0.669858398592241,-0.382379271810694
2020,330000,"浙江省","Zhejiang","East","Late(2018-2022)",5.80698214751252,-0.660124554624563,1.00656607468807,-0.477228088381475
2021,330000,"浙江省","Zhejiang","East","Late(2018-2022)",5.75654641893995,-0.848177252817543,1.11474751012468,-0.112766234037034
2022,330000,"浙江省","Zhejiang","East","Late(2018-2022)",6.01785251205368,-0.765101245544895,1.54442857830859,-0.320323535256748
2013,5e+05,"重庆市","Chongqing","West","Early(2013-2017)",-2.49094506025532,1.13722082205155,-2.11781848676902,-1.24571160608897
2014,5e+05,"重庆市","Chongqing","West","Early(2013-2017)",-1.83936857294086,0.681522375448301,-1.92127172852356,-1.12942065476943
2015,5e+05,"重庆市","Chongqing","West","Early(2013-2017)",-1.18120832250087,0.260841553129113,-1.52058950146079,-1.21648276576913
2016,5e+05,"重庆市","Chongqing","West","Early(2013-2017)",-0.753282730503208,-0.183405695838864,-1.41783812698194,-0.857232338006713
2017,5e+05,"重庆市","Chongqing","West","Early(2013-2017)",-0.382977009937089,-0.389200139715263,-1.02003665405607,-1.01750892241938
2018,5e+05,"重庆市","Chongqing","West","Late(2018-2022)",0.185716114818713,-0.656291648329958,-0.780769257252604,-1.0675627512122
2019,5e+05,"重庆市","Chongqing","West","Late(2018-2022)",0.679934346074809,-0.926238730022558,-0.384580678018244,-1.2728530295656
2020,5e+05,"重庆市","Chongqing","West","Late(2018-2022)",1.20768785780535,-1.40323217860509,-0.255095021618158,-1.23523717375654
2021,5e+05,"重庆市","Chongqing","West","Late(2018-2022)",1.0025371005504,-1.62840984552603,-0.202858695270406,-0.879270561702021
2022,5e+05,"重庆市","Chongqing","West","Late(2018-2022)",1.22914809310118,-1.64529449902364,0.132579646366758,-1.14797393807876
